# code;components;@POWER_SUPPLY;@IDEAL_FOR_ENVIRONMENT;@MANUFACTURER;@COLOR;@MIN_MAX_NOMINAL_CAPACITY;@CONDENSER_MATERIAL;@BACKLIT_REMOTE_CONTROL;@STABLE_TEMPERATURE_CONTROL;@EVAPORATOR_TEMPERATURE_INDICATOR;@BREEZE_FUNCTION;@DEHUMIDIFICATION;@ANTI_BACTERIA_FILTER;@CLEAR_FILTER_WARNING;@ANTI_CORROSION_PROTECTION;@MEMORY;@TURBO;@SWING;@VENTILATION_SPEED_REGULATION;@SLEEP;@TIMER;@WIDTH;@PACKAGE_CONTENT;@NET_WEIGHT;@GROSS_WEIGHT;@DEPTH;@HEIGHT;@EER;@REFRIGERANT_GAS;@CAPACITY;@PRODUCT_WARRANTY;@CONDENSER_TYPE;@AIR_FLOW;@LIQUID_LINE_DIAMETER;@INTERNAL_NOISE_LEVEL;@EXTERNAL_NOISE_LEVEL;@REMOTE_CONTROL;@SUCTION_LINE_DIAMETER;@SERPENTINE_MATERIAL;@LEFT_RIGHT_AIR_CONTROL;@UP_DOWN_AIR_CONTROL;@ENERGY_CONSUMPTION;@COMPRESSOR_TECNOLOGY;@PHASE;@COOLING_POWER;@VOLTAGE;@EAN_CODE;@CYCLE;@ELETRIC_COOLING_CURRENT;@ENERGETIC_CLASSIFICATION_INMETRO;@CAPACITY_BTU;@HEATING_POWER;@ELETRIC_HEATING_CURRENT;@FREQUENCY;catalogVersion
2491;Evaporadora_2491:centralArProductCatalog:Staged;condenser;;Carrier;Branco;36000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;623;;;;623;759;3,03;R410-A;36000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1900;3/8 pol;31;49;true;3/4 pol;coper;manual;automatic;73,08;onOff;singlePhase;3480W;220V;7898554872449;cold;14A;b_inmetro;36000;;;60;centralArProductCatalog:Staged
2491;Evaporadora_2491:centralArProductCatalog:Online;condenser;;Carrier;Branco;36000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;623;;;;623;759;3,03;R410-A;36000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1900;3/8 pol;31;49;true;3/4 pol;coper;manual;automatic;73,08;onOff;singlePhase;3480W;220V;7898554872449;cold;14A;b_inmetro;36000;;;60;centralArProductCatalog:Online
2502;Evaporadora_2502:centralArProductCatalog:Staged;condenser;;Gree;Branco;37000;;false;true;true;false;true;true;false;true;true;true;true;true;true;true;610;;;;610;715;3,24;R410-A;37000;A garantia deste produto é de 1 ano do produto e 3 anos do compressor, concedido pela Gree conforme descrito no Manual do fabricante.;vertical;1700/1550/1350;3/8 pol;53/52/51;58;true;3/4 pol;coper;manual;automatic;70,4;onOff;singlePhase;3350W;220V;7898303868709;cold;16A;a_inmetro;37000;;;60;centralArProductCatalog:Staged
2502;Evaporadora_2502:centralArProductCatalog:Online;condenser;;Gree;Branco;37000;;false;true;true;false;true;true;false;true;true;true;true;true;true;true;610;;;;610;715;3,24;R410-A;37000;A garantia deste produto é de 1 ano do produto e 3 anos do compressor, concedido pela Gree conforme descrito no Manual do fabricante.;vertical;1700/1550/1350;3/8 pol;53/52/51;58;true;3/4 pol;coper;manual;automatic;70,4;onOff;singlePhase;3350W;220V;7898303868709;cold;16A;a_inmetro;37000;;;60;centralArProductCatalog:Online
2503;Evaporadora_2503:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;9000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,30;R410-A;9000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;520;1/4 pol;;;true;3/8 pol;coper;manual;automatic;16,80;inverter;singlePhase;799W;220V;7898554871886;cold;14A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
2503;Evaporadora_2503:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;9000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,30;R410-A;9000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;520;1/4 pol;;;true;3/8 pol;coper;manual;automatic;16,80;inverter;singlePhase;799W;220V;7898554871886;cold;14A;a_inmetro;9000;;;60;centralArProductCatalog:Online
2504;Evaporadora_2504:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;9000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,24;R410-A;9000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;520;1/4 pol;;;true;3/8 pol;coper;manual;automatic;34,44;inverter;singlePhase;814W;220V;7898554871909;hotCold;14A;a_inmetro;9000;814W;14A;60;centralArProductCatalog:Staged
2504;Evaporadora_2504:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;9000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,24;R410-A;9000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;520;1/4 pol;;;true;3/8 pol;coper;manual;automatic;34,44;inverter;singlePhase;814W;220V;7898554871909;hotCold;14A;a_inmetro;9000;814W;14A;60;centralArProductCatalog:Online
2505;Evaporadora_2505:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;12000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,30;R410-A;12000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;650;1/4 pol;;;true;1/2 pol;coper;manual;automatic;22,40;inverter;singlePhase;1065W;220V;7898554871930;cold;14A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
2505;Evaporadora_2505:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;12000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,30;R410-A;12000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;650;1/4 pol;;;true;1/2 pol;coper;manual;automatic;22,40;inverter;singlePhase;1065W;220V;7898554871930;cold;14A;a_inmetro;12000;;;60;centralArProductCatalog:Online
2506;Evaporadora_2506:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;12000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,24;R410-A;12000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;650;1/4 pol;;;true;1/2 pol;coper;manual;automatic;22,80;inverter;singlePhase;1085W;220V;7898554871947;hotCold;14A;a_inmetro;12000;1085W;14A;60;centralArProductCatalog:Staged
2506;Evaporadora_2506:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;12000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;386;;;;461;558;3,24;R410-A;12000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;650;1/4 pol;;;true;1/2 pol;coper;manual;automatic;22,80;inverter;singlePhase;1085W;220V;7898554871947;hotCold;14A;a_inmetro;12000;1085W;14A;60;centralArProductCatalog:Online
2507;Evaporadora_2507:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;18000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;18000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;810;1/4 pol;;;true;1/2 pol;coper;manual;automatic;34,20;inverter;singlePhase;1628W;220V;7898554871961;cold;14A;a_inmetro;18000;;;60;centralArProductCatalog:Staged
2507;Evaporadora_2507:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;18000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;18000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;810;1/4 pol;;;true;1/2 pol;coper;manual;automatic;34,20;inverter;singlePhase;1628W;220V;7898554871961;cold;14A;a_inmetro;18000;;;60;centralArProductCatalog:Online
2508;Evaporadora_2508:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;18000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;18000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;810;1/4 pol;;;true;1/2 pol;coper;manual;automatic;34,20;inverter;singlePhase;1628W;220V;7898554871947;hotCold;14A;a_inmetro;18000;1628W;14A;60;centralArProductCatalog:Staged
2508;Evaporadora_2508:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;18000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;18000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;810;1/4 pol;;;true;1/2 pol;coper;manual;automatic;34,20;inverter;singlePhase;1628W;220V;7898554871947;hotCold;14A;a_inmetro;18000;1628W;14A;60;centralArProductCatalog:Online
2509;Evaporadora_2509:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;22000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;22000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1060;1/4 pol;;;true;5/8 pol;coper;manual;automatic;41,80;inverter;singlePhase;1990W;220V;7898554872005;cold;14A;a_inmetro;22000;;;60;centralArProductCatalog:Staged
2509;Evaporadora_2509:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;22000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;22000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1060;1/4 pol;;;true;5/8 pol;coper;manual;automatic;41,80;inverter;singlePhase;1990W;220V;7898554872005;cold;14A;a_inmetro;22000;;;60;centralArProductCatalog:Online
2510;Evaporadora_2510:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;22000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;22000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1060;1/4 pol;;;true;5/8 pol;coper;manual;automatic;41,80;inverter;singlePhase;1990W;220V;7898554872029;hotCold;14A;a_inmetro;22000;1990W;14A;60;centralArProductCatalog:Staged
2510;Evaporadora_2510:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;22000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;471;;;;551;707;3,24;R410-A;22000;A garantia deste produto é de 2 anos concedido pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1060;1/4 pol;;;true;5/8 pol;coper;manual;automatic;41,80;inverter;singlePhase;1990W;220V;7898554872029;hotCold;14A;a_inmetro;22000;1990W;14A;60;centralArProductCatalog:Online
2512;Evaporadora_2512:centralArProductCatalog:Staged;condenser;;Carrier;Branco;36000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;623;;;;623;759;3,03;R410-A;36000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1800;3/8 pol;30;49;true;3/4 pol;coper;manual;automatic;71,1;onOff;singlePhase;3385W;220V;7898626575018;hotCold;14A;b_inmetro;36000;3385W;14A;60;centralArProductCatalog:Staged
2512;Evaporadora_2512:centralArProductCatalog:Online;condenser;;Carrier;Branco;36000;;false;false;true;false;true;true;false;false;false;false;true;true;false;true;623;;;;623;759;3,03;R410-A;36000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1800;3/8 pol;30;49;true;3/4 pol;coper;manual;automatic;71,1;onOff;singlePhase;3385W;220V;7898626575018;hotCold;14A;b_inmetro;36000;3385W;14A;60;centralArProductCatalog:Online
2513;Evaporadora_2513:centralArProductCatalog:Staged;evaporator;;Elgin;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;A garantia deste produto é de 1 ano concedido pela Elgin conforme descrito no Manual do fabricante.;;1520;;57/55;57/55;true;;;manual;manual;;onOff;singlePhase;;220V;;;;;90;;;60;centralArProductCatalog:Staged
2513;Evaporadora_2513:centralArProductCatalog:Online;evaporator;;Elgin;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;A garantia deste produto é de 1 ano concedido pela Elgin conforme descrito no Manual do fabricante.;;1520;;57/55;57/55;true;;;manual;manual;;onOff;singlePhase;;220V;;;;;90;;;60;centralArProductCatalog:Online
2514;Evaporadora_2514:centralArProductCatalog:Staged;evaporator;;Elgin;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;A garantia deste produto é de 1 ano concedido pela Elgin conforme descrito no Manual do fabricante.;;2134;;59/57;59/57;true;;;manual;manual;;onOff;singlePhase;;220V;;;;;120;;;60;centralArProductCatalog:Staged
2514;Evaporadora_2514:centralArProductCatalog:Online;evaporator;;Elgin;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;A garantia deste produto é de 1 ano concedido pela Elgin conforme descrito no Manual do fabricante.;;2134;;59/57;59/57;true;;;manual;manual;;onOff;singlePhase;;220V;;;;;120;;;60;centralArProductCatalog:Online
2515;Evaporadora_2515:centralArProductCatalog:Staged;evaporator;;Elgin;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;A garantia deste produto é de 1 ano concedido pela Elgin conforme descrito no Manual do fabricante.;;2786;;60/58;60/58;true;;;manual;manual;;onOff;singlePhase;;220V;;;;;150;;;60;centralArProductCatalog:Staged
2515;Evaporadora_2515:centralArProductCatalog:Online;evaporator;;Elgin;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;A garantia deste produto é de 1 ano concedido pela Elgin conforme descrito no Manual do fabricante.;;2786;;60/58;60/58;true;;;manual;manual;;onOff;singlePhase;;220V;;;;;150;;;60;centralArProductCatalog:Online
2540;Evaporadora_2540:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;18000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;800;;;;305;530;3,24;R410-A;18000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;horizontal;800;1/4 pol;45;49;true;1/2 pol;coper;manual;automatic;31,5;inverter;singlePhase;1590W;220V;7898461970870;hotCold;7,6A;a_inmetro;18000;1590W;7,6A;60;centralArProductCatalog:Staged
2540;Evaporadora_2540:centralArProductCatalog:Online;evaporator;;Agratto;Branco;18000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;800;;;;305;530;3,24;R410-A;18000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;horizontal;800;1/4 pol;45;49;true;1/2 pol;coper;manual;automatic;31,5;inverter;singlePhase;1590W;220V;7898461970870;hotCold;7,6A;a_inmetro;18000;1590W;7,6A;60;centralArProductCatalog:Online
2542;Evaporadora_2542:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;12000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,32;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;500;1/4 pol;38;52;true;3/8 pol;coper;manual;automatic;23,8;inverter;singlePhase;1085W;220V;7898461970856;cold;5A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
2542;Evaporadora_2542:centralArProductCatalog:Online;evaporator;;Agratto;Branco;12000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,32;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;500;1/4 pol;38;52;true;3/8 pol;coper;manual;automatic;23,8;inverter;singlePhase;1085W;220V;7898461970856;cold;5A;a_inmetro;12000;;;60;centralArProductCatalog:Online
2543;Evaporadora_2543:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;12000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,28;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;500;1/4 pol;38;52;true;3/8 pol;coper;manual;automatic;23,1;inverter;singlePhase;1085W;220V;7898461970894;hotCold;5A;a_inmetro;12000;1085W;5A;60;centralArProductCatalog:Staged
2543;Evaporadora_2543:centralArProductCatalog:Online;evaporator;;Agratto;Branco;12000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,28;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;500;1/4 pol;38;52;true;3/8 pol;coper;manual;automatic;23,1;inverter;singlePhase;1085W;220V;7898461970894;hotCold;5A;a_inmetro;12000;1085W;5A;60;centralArProductCatalog:Online
2544;Evaporadora_2544:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;9000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,33;R410-A;9000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;430;1/4 pol;37;48;true;3/8 pol;coper;manual;automatic;17,7;inverter;singlePhase;814W;220V;7898461970900;hotCold;3,8A;a_inmetro;9000;814W;3,8A;60;centralArProductCatalog:Staged
2544;Evaporadora_2544:centralArProductCatalog:Online;evaporator;;Agratto;Branco;9000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,33;R410-A;9000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;430;1/4 pol;37;48;true;3/8 pol;coper;manual;automatic;17,7;inverter;singlePhase;814W;220V;7898461970900;hotCold;3,8A;a_inmetro;9000;814W;3,8A;60;centralArProductCatalog:Online
2545;Evaporadora_2545:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;9000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,58;R410-A;9000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;430;1/4 pol;37;48;true;3/8 pol;coper;manual;automatic;17,3;inverter;singlePhase;814W;220V;7898461970894;cold;3,8A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
2545;Evaporadora_2545:centralArProductCatalog:Online;evaporator;;Agratto;Branco;9000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;470;;;;380;545;3,58;R410-A;9000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;vertical;430;1/4 pol;37;48;true;3/8 pol;coper;manual;automatic;17,3;inverter;singlePhase;814W;220V;7898461970894;cold;3,8A;a_inmetro;9000;;;60;centralArProductCatalog:Online
2552;Evaporadora_2552:centralArProductCatalog:Staged;condenser;;Gree;Branco;5400/32000/32800;;false;true;true;true;true;true;false;true;true;true;true;true;true;true;980;;;;427;790;3,49;R410-A;30000;Garantia de 6 anos no compressor e 1 ano para as demais peças concedida pela Gree conforme descrito no Manual do fabricante.;horizontal;1200/1050/900/750;1/4 pol;56;62;true;5/8 pol;coper;manual;automatic;56,5;inverter;singlePhase;2690W;220V;7898303868761;cold;13A;a_inmetro;32000;;;60;centralArProductCatalog:Staged
2552;Evaporadora_2552:centralArProductCatalog:Online;condenser;;Gree;Branco;5400/32000/32800;;false;true;true;true;true;true;false;true;true;true;true;true;true;true;980;;;;427;790;3,49;R410-A;30000;Garantia de 6 anos no compressor e 1 ano para as demais peças concedida pela Gree conforme descrito no Manual do fabricante.;horizontal;1200/1050/900/750;1/4 pol;56;62;true;5/8 pol;coper;manual;automatic;56,5;inverter;singlePhase;2690W;220V;7898303868761;cold;13A;a_inmetro;32000;;;60;centralArProductCatalog:Online
2553;Evaporadora_2553:centralArProductCatalog:Staged;condenser;;Gree;Branco;5400/32000/32800;;false;true;true;true;true;true;false;true;true;true;true;true;true;true;980;;;;427;790;3,49;R410-A;30000;Garantia de 6 anos no compressor e 1 ano para as demais peças concedida pela Gree conforme descrito no Manual do fabricante.;horizontal;1200/1050/900/750;1/4 pol;56;62;true;5/8 pol;coper;manual;automatic;56,5;inverter;singlePhase;2690W;220V;7898303868785;hotCold;13A;a_inmetro;32000;2690W;13A;60;centralArProductCatalog:Staged
2553;Evaporadora_2553:centralArProductCatalog:Online;condenser;;Gree;Branco;5400/32000/32800;;false;true;true;true;true;true;false;true;true;true;true;true;true;true;980;;;;427;790;3,49;R410-A;30000;Garantia de 6 anos no compressor e 1 ano para as demais peças concedida pela Gree conforme descrito no Manual do fabricante.;horizontal;1200/1050/900/750;1/4 pol;56;62;true;5/8 pol;coper;manual;automatic;56,5;inverter;singlePhase;2690W;220V;7898303868785;hotCold;13A;a_inmetro;32000;2690W;13A;60;centralArProductCatalog:Online
2554;Evaporadora_2554:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;24000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;950;;;;360;720;3,0;R410-A;24000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;horizontal;1200;1/4 pol;51;59;true;5/8 pol;coper;manual;automatic;45,5;inverter;singlePhase;2164W;220V;7898461967764;cold;10A;a_inmetro;24000;;;60;centralArProductCatalog:Staged
2554;Evaporadora_2554:centralArProductCatalog:Online;evaporator;;Agratto;Branco;24000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;950;;;;360;720;3,0;R410-A;24000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;horizontal;1200;1/4 pol;51;59;true;5/8 pol;coper;manual;automatic;45,5;inverter;singlePhase;2164W;220V;7898461967764;cold;10A;a_inmetro;24000;;;60;centralArProductCatalog:Online
2556;Evaporadora_2556:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;18000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;800;;;;305;560;3,45;R410-A;18000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;horizontal;800;1/4 pol;42;48;true;1/2 pol;coper;manual;automatic;31,2;inverter;singlePhase;1628W;220V;7898461970863;cold;7,5A;a_inmetro;18000;;;60;centralArProductCatalog:Staged
2556;Evaporadora_2556:centralArProductCatalog:Online;evaporator;;Agratto;Branco;18000;;true;true;true;true;false;true;true;false;true;true;true;true;true;true;800;;;;305;560;3,45;R410-A;18000;A garantia deste produto é de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;horizontal;800;1/4 pol;42;48;true;1/2 pol;coper;manual;automatic;31,2;inverter;singlePhase;1628W;220V;7898461970863;cold;7,5A;a_inmetro;18000;;;60;centralArProductCatalog:Online
2100;Evaporadora_2100:centralArProductCatalog:Staged;condenser;;Trane;Branco;56000/60000;;true;true;true;false;false;true;false;false;true;false;true;true;true;true;952;;;;415;1333;3,11;R410-A;60000;A garantia deste produto é de 3 anos concedido pela Trane conforme descrito no Manual do fabricante.;horizontal;1900/1600/1400;3/8 pol;53;59,30;true;7/8 pol;coper;manual;automatic;92,5;onOff;threePhase;5108W;220V;7513020796486;cold;22,5A;b_inmetro;60000;;;60;centralArProductCatalog:Staged
2100;Evaporadora_2100:centralArProductCatalog:Online;condenser;;Trane;Branco;56000/60000;;true;true;true;false;false;true;false;false;true;false;true;true;true;true;952;;;;415;1333;3,11;R410-A;60000;A garantia deste produto é de 3 anos concedido pela Trane conforme descrito no Manual do fabricante.;horizontal;1900/1600/1400;3/8 pol;53;59,30;true;7/8 pol;coper;manual;automatic;92,5;onOff;threePhase;5108W;220V;7513020796486;cold;22,5A;b_inmetro;60000;;;60;centralArProductCatalog:Online
2116;Evaporadora_2116:centralArProductCatalog:Staged;condenser;;Carrier;Branco;80000;;false;false;false;false;false;false;false;false;false;true;true;true;true;true;623;;;;623;962;2,83;R410-A;80000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;2295;3/8 pol;39;52;true;7/8 pol;coper;manual;automatic;;onOff;threePhase;7200W;220V;7898626575674;cold;24,4A;;80000;;;60;centralArProductCatalog:Staged
2116;Evaporadora_2116:centralArProductCatalog:Online;condenser;;Carrier;Branco;80000;;false;false;false;false;false;false;false;false;false;true;true;true;true;true;623;;;;623;962;2,83;R410-A;80000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;2295;3/8 pol;39;52;true;7/8 pol;coper;manual;automatic;;onOff;threePhase;7200W;220V;7898626575674;cold;24,4A;;80000;;;60;centralArProductCatalog:Online
2382;Evaporadora_2382:centralArProductCatalog:Staged;condenser;;Carrier;Branco;46000;;false;false;false;false;true;true;false;false;false;false;true;true;true;true;623;;;;623;962;3,03;R410-A;48000;A garantia deste produto é de 1 ano concedido pela Carrier quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;5626/1785;3/8 pol;39;59;true;7/8 pol;coper;manual;automatic;93,35;onOff;threePhase;4445W;220V;7898554872463;cold;15A;b_inmetro;46000;;;60;centralArProductCatalog:Staged
